"id","player","account_name","week","day","win_loss","rb","bonus","daily_rb","result_day","working_time","reserv_wallet","fk_user_data_balance"
1,"Igor","nmccj02",0,"2024-01-05","-24095",70,"4452","51940","27845",NULL,"47488","1"
2,"Igor","nmccj02",0,"2024-01-06","211307",70,"4774","55697","267004",NULL,"50923","2"
3,"Igor","nmccj01",0,"2024-01-05","-47530",70,"4996","58287","10757",NULL,"53291","3"
4,"Igor","nmccj01",0,"2024-01-06","77118",70,"4655","54308","131426",NULL,"49653","4"
5,"Igor","nmccj03",0,"2024-01-05","0",70,"0","0","0",NULL,"0","5"
6,"Igor","nmccj03",0,"2024-01-06","0",70,"0","0","0",NULL,"0","6"
7,"Igor","nmccj02",1,"2024-01-07","-277467",70,"5779","67422","-210045",NULL,"61643","7"
8,"Igor","nmccj01",1,"2024-01-07","-200561",70,"5628","65660","-134901",NULL,"60032","8"
9,"Igor","nmccj03",1,"2024-01-07","0",70,"0","0","0",NULL,"0","9"
10,"Igor","nmccj02",1,"2024-01-08","-207698",70,"6764","78913","-128785",NULL,"72149","10"
11,"Igor","nmccj01",1,"2024-01-08","-254601",70,"6292","73407","-181194",NULL,"67115","11"
12,"Igor","nmccj02",1,"2024-01-09","93395",70,"2657","30998","124393",NULL,"28341","12"
13,"Igor","nmccj01",1,"2024-01-09","-332375",70,"2725","31792","-300583",NULL,"29067","13"
14,"Igor","nmccj02",1,"2024-01-13","15665",70,"2608","30427","46092",NULL,"27819","14"
15,"Igor","nmccj01",1,"2024-01-13","44128",70,"2075","24208","68336",NULL,"22133","15"
16,"Igor","nmccj02",2,"2024-01-14","-172454",70,"6995","81608","-90846",NULL,"74613","16"
17,"Igor","nmccj01",2,"2024-01-14","321010",70,"3967","46282","367292",NULL,"42315","17"
18,"Igor","nmccj02",2,"2024-01-15","219220",70,"4356","50820","270040",NULL,"46464","18"
19,"Igor","nmccj01",2,"2024-01-15","263574",70,"3945","46025","309599",NULL,"42080","19"
20,"Igor","nmccj02",2,"2024-01-16","248819",70,"7205","84058","332877",NULL,"76853","20"
21,"Igor","nmccj01",2,"2024-01-16","-72890",70,"5104","59547","-13343",NULL,"54443","21"
22,"Igor","nmccj02",2,"2024-01-17","41001",70,"2581","30112","71113",NULL,"27531","22"
23,"Igor","nmccj01",2,"2024-01-17","-95187",70,"3421","39912","-55275",NULL,"36491","23"
24,"Igor","nmccj02",2,"2024-01-18","-190825",70,"5694","66430","-124395",NULL,"60736","24"
25,"Igor","nmccj01",2,"2024-01-18","-183641",70,"5807","67748","-115893",NULL,"61941","25"
26,"Igor","nmccj01",3,"2024-01-21","38343",70,"870","10150","48493",NULL,"9280","26"
27,"Igor","nmccj02",3,"2024-01-21","58245",70,"884","10313","68558",NULL,"9429","27"
28,"Igor","nmccj01",3,"2024-01-22","-433343",70,"6639","77455","-355888",NULL,"70816","28"
29,"Igor","nmccj02",3,"2024-01-22","99539",70,"6267","73115","172654",NULL,"66848","29"
32,"Igor","nmccj01",3,"2024-01-23","-54186",70,"5723","66768","12582",NULL,"61045","32"
37,"Igor","nmccj02",3,"2024-01-23","-37213",70,"4232","49373","12160",NULL,"45141","37"
38,"Igor","nmccj03",3,"2024-01-23","401541",70,"5151","60095","461636",NULL,"54944","38"
39,"Igor","nmccj01",3,"2024-01-24","-131456",70,"4688","54693","-76763",NULL,"50005","39"
40,"Igor","nmccj02",3,"2024-01-24","93092",70,"4576","53387","146479",NULL,"48811","40"
41,"Igor","nmccj03",3,"2024-01-24","-7312",70,"3689","43038","35726",NULL,"39349","41"
42,"Igor","nmccj01",3,"2024-01-25","198918",70,"2929","34172","233090",NULL,"31243","42"
43,"Igor","nmccj02",3,"2024-01-25","223269",70,"3847","44882","268151",NULL,"41035","43"
44,"Igor","nmccj03",3,"2024-01-25","6487",70,"2893","33752","40239",NULL,"30859","44"
45,"Igor","nmccj01",3,"2024-01-26","181108",70,"4488","52360","233468",NULL,"47872","45"
46,"Igor","nmccj02",3,"2024-01-26","-337879",70,"5121","59745","-278134",NULL,"54624","46"
47,"Igor","nmccj03",3,"2024-01-26","-191465",70,"3651","42595","-148870",NULL,"38944","47"
48,"Igor","nmccj01",3,"2024-01-27","-60413",70,"889","10372","-50041",NULL,"9483","48"
49,"Igor","nmccj02",3,"2024-01-27","139055",70,"1545","18025","157080",NULL,"16480","49"
50,"Igor","nmccj03",3,"2024-01-27","57516",70,"1006","11737","69253",NULL,"10731","50"
51,"Igor","nmccj01",4,"2024-01-29","20809",70,"5953","69452","90261",NULL,"63499","51"
52,"Igor","nmccj02",4,"2024-01-29","372833",70,"5649","65905","438738",NULL,"60256","52"
53,"Igor","nmccj03",4,"2024-01-29","60096",70,"3990","46550","106646",NULL,"42560","53"
54,"Igor","nmccj01",4,"2024-01-30","146585",70,"2363","27568","174153",NULL,"25205","54"
55,"Igor","nmccj02",4,"2024-01-30","86277",70,"1796","20953","107230",NULL,"19157","55"
56,"Igor","nmccj03",4,"2024-01-30","22353",70,"1430","16683","39036",NULL,"15253","56"
57,"Igor","nmccj01",4,"2024-01-31","-37721",70,"0","0","-37721",NULL,"0","57"
58,"Igor","nmccj02",4,"2024-01-31","12885",70,"0","0","12885",NULL,"0","58"
59,"Igor","nmccj03",4,"2024-01-31","22723",70,"0","0","22723",NULL,"0","59"
60,"Igor","nmccj01",4,"2024-02-03","-7879",70,"3361","39212","31333",NULL,"35851","60"
61,"Igor","nmccj02",4,"2024-02-03","-100052",70,"3942","45990","-54062",NULL,"42048","61"
62,"Igor","nmccj03",4,"2024-02-03","44356",70,"3263","38068","82424",NULL,"34805","62"
63,"Igor","nmccj01",5,"2024-02-04","-148891",70,"4457","51998","-96893",NULL,"47541","63"
64,"Igor","nmccj02",5,"2024-02-04","172897",70,"4420","51567","224464",NULL,"47147","64"
65,"Igor","nmccj03",5,"2024-02-04","-354280",70,"4628","53993","-300287",NULL,"49365","65"
66,"Igor","nmccj01",5,"2024-02-05","58193",70,"4707","54915","113108",NULL,"50208","66"
67,"Igor","nmccj02",5,"2024-02-05","17615",70,"6637","77432","95047",NULL,"70795","67"
68,"Igor","nmccj03",5,"2024-02-05","-142843",70,"4725","55125","-87718",NULL,"50400","68"
69,"Igor","nmccj01",5,"2024-02-06","309978",70,"5717","66698","376676",NULL,"60981","69"
70,"Igor","nmccj02",5,"2024-02-06","-213267",70,"6923","80768","-132499",NULL,"73845","70"
71,"Igor","nmccj03",5,"2024-02-06","-693596",70,"8371","97662","-595934",NULL,"89291","71"
72,"Igor","nmccj01",5,"2024-02-08","183624",70,"2178","25410","209034",NULL,"23232","72"
73,"Igor","nmccj02",5,"2024-02-08","204553",70,"2873","33518","238071",NULL,"30645","73"
74,"Igor","nmccj03",5,"2024-02-08","-164797",70,"1962","22890","-141907",NULL,"20928","74"
75,"Igor","nmccj01",5,"2024-02-10","-14875",70,"4332","50540","35665",NULL,"46208","75"
76,"Igor","nmccj02",5,"2024-02-10","-328004",70,"4023","46935","-281069",NULL,"42912","76"
77,"Igor","nmccj03",5,"2024-02-10","-405710",70,"2910","33950","-371760",NULL,"31040","77"
78,"Igor","nmccj01",6,"2024-02-11","150705",70,"4004","46713","197418",NULL,"42709","78"
79,"Igor","nmccj02",6,"2024-02-11","-147423",70,"3941","45978","-101445",NULL,"42037","79"
80,"Igor","nmccj03",6,"2024-02-11","0",70,"0","0","0",NULL,"0","80"
81,"Igor","nmccj01",6,"2024-02-12","105989",70,"3559","41522","147511",NULL,"37963","81"
82,"Igor","nmccj02",6,"2024-02-12","203465",70,"3739","43622","247087",NULL,"39883","82"
83,"Igor","nmccj01",6,"2024-02-13","168593",70,"5598","65310","233903",NULL,"59712","83"
84,"Igor","nmccj02",6,"2024-02-13","31386",70,"4090","47717","79103",NULL,"43627","84"
85,"Igor","nmccj01",6,"2024-02-15","162641",70,"3447","40215","202856",NULL,"36768","85"
86,"Igor","nmccj02",6,"2024-02-15","199130",70,"2870","33483","232613",NULL,"30613","86"
87,"Igor","nmccj01",6,"2024-02-16","62124",70,"1457","16998","79122",NULL,"15541","87"
88,"Igor","nmccj02",6,"2024-02-16","83392",70,"994","11597","94989",NULL,"10603","88"
89,"Igor","nmccj01",6,"2024-02-17","-184185",70,"1469","17138","-167047",NULL,"15669","89"
90,"Igor","nmccj02",6,"2024-02-17","218291",70,"1932","22540","240831",NULL,"20608","90"
91,"Igor","nmccj03",6,"2024-02-17","-16697",70,"1736","20253","3556",NULL,"18517","91"
92,"Igor","nmccj01",7,"2024-02-18","473046",70,"3716","43353","516399",NULL,"39637","92"
93,"Igor","nmccj02",7,"2024-02-18","-88653",70,"4463","52068","-36585",NULL,"47605","93"
94,"Igor","nmccj03",7,"2024-02-18","-40875",70,"3498","40810","-65",NULL,"37312","94"
95,"Igor","nmccj01",7,"2024-02-19","-142710",70,"5673","66185","-76525",NULL,"60512","95"
96,"Igor","nmccj02",7,"2024-02-19","-276247",70,"6264","73080","-203167",NULL,"66816","96"
97,"Igor","nmccj03",7,"2024-02-19","-64052",70,"5578","65077","1025",NULL,"59499","97"
98,"Igor","nmccj03",7,"2024-02-20","-121442",70,"1541","17978","-103464",NULL,"16437","98"
99,"Igor","nmccj02",7,"2024-02-20","-129417",70,"2935","34242","-95175",NULL,"31307","99"
100,"Igor","nmccj01",7,"2024-02-20","-141441",70,"2479","28922","-112519",NULL,"26443","100"
101,"Igor","nmccj01",7,"2024-02-21","177816",70,"5287","61682","239498",NULL,"56395","101"
102,"Igor","nmccj02",7,"2024-02-21","108706",70,"3691","43062","151768",NULL,"39371","102"
103,"Igor","nmccj03",7,"2024-02-21","-185918",70,"4455","51975","-133943",NULL,"47520","103"
104,"Igor","nmccj03",7,"2024-02-22","-487126",70,"6753","78785","-408341",NULL,"72032","104"
105,"Igor","nmccj02",7,"2024-02-22","-56927",70,"7001","81678","24751",NULL,"74677","105"
106,"Igor","nmccj01",7,"2024-02-22","13324",70,"5451","63595","76919",NULL,"58144","106"
107,"Igor","nmccj01",7,"2024-02-23","-474849",70,"7979","93088","-381761",NULL,"85109","107"
108,"Igor","nmccj02",7,"2024-02-23","-404261",70,"8187","95515","-308746",NULL,"87328","108"
109,"Igor","nmccj03",7,"2024-02-23","170971",70,"8128","94827","265798",NULL,"86699","109"
110,"Igor","nmccj01",8,"2024-02-28","-220299",70,"3517","41032","-179267",NULL,"37515","110"
111,"Igor","nmccj02",8,"2024-02-28","413477",70,"3900","45500","458977",NULL,"41600","111"
113,"Igor","nmccj01",9,"2024-03-03","15436",70,"2963","34568","50004",NULL,"31605","113"
114,"Igor","nmccj02",9,"2024-03-03","-118072",70,"2164","25247","-92825",NULL,"23083","114"
116,"Igor","nmccj03",9,"2024-03-03","-31482",70,"1936","22587","-8895",NULL,"20651","116"
117,"Igor","nmccj03",9,"2024-03-04","521135",70,"4218","49210","570345",NULL,"44992","117"
118,"Igor","nmccj01",9,"2024-03-04","-47953",70,"3049","35572","-12381",NULL,"32523","118"
119,"Igor","nmccj02",9,"2024-03-04","-184788",70,"3069","35805","-148983",NULL,"32736","119"
120,"Igor","nmccj01",9,"2024-03-05","91132",70,"4303","50202","141334",NULL,"45899","120"
121,"Igor","nmccj02",9,"2024-03-05","-109555",70,"3417","39865","-69690",NULL,"36448","121"
122,"Igor","nmccj03",9,"2024-03-05","13820",70,"3772","44007","57827",NULL,"40235","122"
123,"Igor","nmccj01",9,"2024-03-07","-277483",70,"3077","35898","-241585",NULL,"32821","123"
124,"Igor","nmccj02",9,"2024-03-07","-372448",70,"3214","37497","-334951",NULL,"34283","124"
125,"Igor","nmccj03",9,"2024-03-07","-54832",70,"2210","25783","-29049",NULL,"23573","125"
